exposure,refid,relevance_score
Drugs of Abuse,38575,2
Drugs of Abuse,37546,2
Drugs of Abuse,34446,5
Drugs of Abuse,28880,2
Drugs of Abuse,26615,5
Drugs of Abuse,14120,2
Drugs of Abuse,24599,2
Drugs of Abuse,24623,12
Drugs of Abuse,34002,2
Drugs of Abuse,35125,6
Drugs of Abuse,37413,2
Drugs of Abuse,40790,2
Drugs of Abuse,43677,2
Drugs of Abuse,46344,2
Drugs of Abuse,26764,2
Drugs of Abuse,26893,2
Drugs of Abuse,8042,2
Drugs of Abuse,40757,5
Drugs of Abuse,17521,2
Drugs of Abuse,12557,2
Drugs of Abuse,14099,2
Drugs of Abuse,30135,2
Drugs of Abuse,44401,22
Drugs of Abuse,14718,5
Drugs of Abuse,37319,2
Drugs of Abuse,46846,2
Drugs of Abuse,29615,2
Drugs of Abuse,3774,5
Drugs of Abuse,13703,2
Drugs of Abuse,39872,2
Drugs of Abuse,129,2
Drugs of Abuse,19470,7
Drugs of Abuse,34082,2
Drugs of Abuse,35877,2
Drugs of Abuse,36896,2
Drugs of Abuse,39526,2
Drugs of Abuse,44461,2
Drugs of Abuse,48610,2
Drugs of Abuse,31745,5
Drugs of Abuse,46316,5
Drugs of Abuse,8463,5
Drugs of Abuse,13175,2
Drugs of Abuse,20887,2
Drugs of Abuse,31783,2
Drugs of Abuse,30933,5
Drugs of Abuse,1579,2
Drugs of Abuse,2409,2
Drugs of Abuse,8799,2
Drugs of Abuse,15995,2
Drugs of Abuse,21753,2
Drugs of Abuse,30788,2
Drugs of Abuse,35101,2
Drugs of Abuse,40357,2
Drugs of Abuse,40415,5
Drugs of Abuse,40717,2
Drugs of Abuse,30432,2
Drugs of Abuse,23123,2
Drugs of Abuse,29885,2
Drugs of Abuse,738,11
Drugs of Abuse,17655,15
Drugs of Abuse,21053,5
Drugs of Abuse,14467,2
Drugs of Abuse,11986,2
Drugs of Abuse,19910,2
Drugs of Abuse,38218,5
Drugs of Abuse,2549,2
Drugs of Abuse,35345,14
Drugs of Abuse,39911,2
Drugs of Abuse,33358,5
Drugs of Abuse,32660,5
Drugs of Abuse,43574,3
Drugs of Abuse,2591,6
Drugs of Abuse,3000,6
Drugs of Abuse,11415,2
Drugs of Abuse,16237,2
Drugs of Abuse,17513,2
Drugs of Abuse,33860,2
Drugs of Abuse,43082,2
Drugs of Abuse,46296,2
Drugs of Abuse,47811,2
Drugs of Abuse,48270,2
Drugs of Abuse,28250,2
Drugs of Abuse,19967,2
Drugs of Abuse,13550,2
Drugs of Abuse,15,2
Drugs of Abuse,59,2
Drugs of Abuse,110,2
Drugs of Abuse,116,2
Drugs of Abuse,302,5
Drugs of Abuse,334,5
Drugs of Abuse,339,2
Drugs of Abuse,800,41
Drugs of Abuse,882,5
Drugs of Abuse,889,5
Drugs of Abuse,961,12
Drugs of Abuse,1165,5
Drugs of Abuse,1213,2
Drugs of Abuse,1508,7
Drugs of Abuse,1703,2
Drugs of Abuse,2172,5
Drugs of Abuse,2542,2
Drugs of Abuse,2802,5
Drugs of Abuse,2828,15
Drugs of Abuse,2960,2
Drugs of Abuse,3225,5
Drugs of Abuse,3272,10
Drugs of Abuse,3309,5
Drugs of Abuse,3357,7
Drugs of Abuse,3371,5
Drugs of Abuse,3596,20
Drugs of Abuse,3719,2
Drugs of Abuse,3772,5
Drugs of Abuse,4032,15
Drugs of Abuse,4085,2
Drugs of Abuse,4123,2
Drugs of Abuse,4178,3
Drugs of Abuse,4268,2
Drugs of Abuse,4269,3
Drugs of Abuse,4464,2
Drugs of Abuse,4691,5
Drugs of Abuse,4708,2
Drugs of Abuse,4770,7
Drugs of Abuse,4850,2
Drugs of Abuse,4872,2
Drugs of Abuse,4988,2
Drugs of Abuse,5048,2
Drugs of Abuse,5071,2
Drugs of Abuse,5093,2
Drugs of Abuse,5174,5
Drugs of Abuse,5431,5
Drugs of Abuse,5487,2
Drugs of Abuse,5572,2
Drugs of Abuse,5847,2
Drugs of Abuse,5928,20
Drugs of Abuse,5980,2
Drugs of Abuse,5992,5
Drugs of Abuse,6056,2
Drugs of Abuse,6143,2
Drugs of Abuse,6179,5
Drugs of Abuse,6228,2
Drugs of Abuse,6304,2
Drugs of Abuse,6329,20
Drugs of Abuse,6379,5
Drugs of Abuse,6472,2
Drugs of Abuse,6668,2
Drugs of Abuse,6738,2
Drugs of Abuse,6905,10
Drugs of Abuse,7065,2
Drugs of Abuse,7277,5
Drugs of Abuse,7304,10
Drugs of Abuse,7307,2
Drugs of Abuse,7846,5
Drugs of Abuse,7864,2
Drugs of Abuse,7909,2
Drugs of Abuse,8316,5
Drugs of Abuse,8384,14
Drugs of Abuse,8432,2
Drugs of Abuse,8440,2
Drugs of Abuse,8478,2
Drugs of Abuse,8585,20
Drugs of Abuse,8593,5
Drugs of Abuse,8898,2
Drugs of Abuse,8927,2
Drugs of Abuse,9201,5
Drugs of Abuse,9292,20
Drugs of Abuse,9344,2
Drugs of Abuse,9377,5
Drugs of Abuse,9488,5
Drugs of Abuse,9548,2
Drugs of Abuse,9758,2
Drugs of Abuse,9813,30
Drugs of Abuse,9906,12
Drugs of Abuse,10140,2
Drugs of Abuse,10153,10
Drugs of Abuse,10405,2
Drugs of Abuse,10468,2
Drugs of Abuse,10493,2
Drugs of Abuse,10618,2
Drugs of Abuse,10651,5
Drugs of Abuse,10739,12
Drugs of Abuse,11017,20
Drugs of Abuse,11046,5
Drugs of Abuse,11210,5
Drugs of Abuse,11524,5
Drugs of Abuse,11525,2
Drugs of Abuse,11585,2
Drugs of Abuse,11612,5
Drugs of Abuse,11742,7
Drugs of Abuse,11770,16
Drugs of Abuse,11858,2
Drugs of Abuse,11930,15
Drugs of Abuse,12167,5
Drugs of Abuse,12364,5
Drugs of Abuse,12391,2
Drugs of Abuse,12460,2
Drugs of Abuse,12506,5
Drugs of Abuse,12551,33
Drugs of Abuse,12657,2
Drugs of Abuse,12904,3
Drugs of Abuse,13159,10
Drugs of Abuse,13215,25
Drugs of Abuse,13368,2
Drugs of Abuse,13389,5
Drugs of Abuse,13415,5
Drugs of Abuse,13496,5
Drugs of Abuse,13634,5
Drugs of Abuse,13745,2
Drugs of Abuse,13749,2
Drugs of Abuse,13757,31
Drugs of Abuse,13863,2
Drugs of Abuse,14057,15
Drugs of Abuse,14209,15
Drugs of Abuse,14270,2
Drugs of Abuse,14308,2
Drugs of Abuse,14380,2
Drugs of Abuse,14426,2
Drugs of Abuse,14473,33
Drugs of Abuse,14565,5
Drugs of Abuse,14606,10
Drugs of Abuse,14654,15
Drugs of Abuse,14753,2
Drugs of Abuse,14926,2
Drugs of Abuse,15166,2
Drugs of Abuse,15347,5
Drugs of Abuse,15439,7
Drugs of Abuse,15985,2
Drugs of Abuse,16047,2
Drugs of Abuse,16130,2
Drugs of Abuse,16207,2
Drugs of Abuse,16324,5
Drugs of Abuse,16423,20
Drugs of Abuse,16480,2
Drugs of Abuse,16513,5
Drugs of Abuse,16624,2
Drugs of Abuse,16670,5
Drugs of Abuse,16677,10
Drugs of Abuse,16701,10
Drugs of Abuse,16730,2
Drugs of Abuse,16798,5
Drugs of Abuse,16806,2
Drugs of Abuse,16921,32
Drugs of Abuse,16952,25
Drugs of Abuse,17103,5
Drugs of Abuse,17372,2
Drugs of Abuse,17473,2
Drugs of Abuse,17538,2
Drugs of Abuse,17682,5
Drugs of Abuse,17787,25
Drugs of Abuse,18197,2
Drugs of Abuse,18320,5
Drugs of Abuse,18340,2
Drugs of Abuse,18445,2
Drugs of Abuse,18477,2
Drugs of Abuse,18568,2
Drugs of Abuse,18838,2
Drugs of Abuse,18888,2
Drugs of Abuse,18891,15
Drugs of Abuse,18969,12
Drugs of Abuse,18996,5
Drugs of Abuse,19324,2
Drugs of Abuse,19405,5
Drugs of Abuse,19440,2
Drugs of Abuse,19443,5
Drugs of Abuse,19462,5
Drugs of Abuse,19519,3
Drugs of Abuse,19541,15
Drugs of Abuse,19576,5
Drugs of Abuse,19673,10
Drugs of Abuse,19848,2
Drugs of Abuse,19855,15
Drugs of Abuse,19999,2
Drugs of Abuse,20044,2
Drugs of Abuse,20122,2
Drugs of Abuse,20245,5
Drugs of Abuse,20414,15
Drugs of Abuse,20529,2
Drugs of Abuse,20546,2
Drugs of Abuse,20689,15
Drugs of Abuse,20757,2
Drugs of Abuse,20865,5
Drugs of Abuse,20969,2
Drugs of Abuse,21064,10
Drugs of Abuse,21094,26
Drugs of Abuse,21253,5
Drugs of Abuse,21278,5
Drugs of Abuse,21400,20
Drugs of Abuse,21406,30
Drugs of Abuse,21442,15
Drugs of Abuse,21452,5
Drugs of Abuse,21552,5
Drugs of Abuse,21844,2
Drugs of Abuse,21912,2
Drugs of Abuse,21998,5
Drugs of Abuse,22119,2
Drugs of Abuse,22133,2
Drugs of Abuse,22212,2
Drugs of Abuse,22233,2
Drugs of Abuse,22268,2
Drugs of Abuse,22311,2
Drugs of Abuse,22393,6
Drugs of Abuse,22524,25
Drugs of Abuse,22609,2
Drugs of Abuse,22678,15
Drugs of Abuse,22992,2
Drugs of Abuse,23000,5
Drugs of Abuse,23189,5
Drugs of Abuse,23372,15
Drugs of Abuse,23394,5
Drugs of Abuse,23565,2
Drugs of Abuse,23650,5
Drugs of Abuse,23667,5
Drugs of Abuse,23963,2
Drugs of Abuse,23982,11
Drugs of Abuse,24108,2
Drugs of Abuse,24171,2
Drugs of Abuse,24188,18
Drugs of Abuse,24387,10
Drugs of Abuse,24394,2
Drugs of Abuse,24627,19
Drugs of Abuse,24648,15
Drugs of Abuse,24855,5
Drugs of Abuse,24916,2
Drugs of Abuse,24918,2
Drugs of Abuse,25116,5
Drugs of Abuse,25324,2
Drugs of Abuse,25428,5
Drugs of Abuse,25458,2
Drugs of Abuse,25470,2
Drugs of Abuse,25673,2
Drugs of Abuse,25680,20
Drugs of Abuse,25755,2
Drugs of Abuse,25840,2
Drugs of Abuse,25883,5
Drugs of Abuse,25910,5
Drugs of Abuse,25977,2
Drugs of Abuse,26113,5
Drugs of Abuse,26308,27
Drugs of Abuse,26313,2
Drugs of Abuse,26338,12
Drugs of Abuse,30562,5
Drugs of Abuse,30566,2
Drugs of Abuse,30596,2
Drugs of Abuse,30712,5
Drugs of Abuse,30847,15
Drugs of Abuse,30919,5
Drugs of Abuse,31213,17
Drugs of Abuse,31358,5
Drugs of Abuse,31405,2
Drugs of Abuse,31553,5
Drugs of Abuse,31719,5
Drugs of Abuse,31797,5
Drugs of Abuse,31918,2
Drugs of Abuse,31983,19
Drugs of Abuse,32071,7
Drugs of Abuse,32234,2
Drugs of Abuse,32344,11
Drugs of Abuse,32502,5
Drugs of Abuse,32555,15
Drugs of Abuse,32626,2
Drugs of Abuse,32670,2
Drugs of Abuse,32844,2
Drugs of Abuse,32865,2
Drugs of Abuse,32917,2
Drugs of Abuse,32957,2
Drugs of Abuse,33032,10
Drugs of Abuse,33042,10
Drugs of Abuse,33357,2
Drugs of Abuse,33445,2
Drugs of Abuse,33556,10
Drugs of Abuse,33823,2
Drugs of Abuse,34175,2
Drugs of Abuse,34181,5
Drugs of Abuse,34322,20
Drugs of Abuse,34379,2
Drugs of Abuse,34397,2
Drugs of Abuse,34447,2
Drugs of Abuse,34453,2
Drugs of Abuse,34458,5
Drugs of Abuse,34747,2
Drugs of Abuse,34924,5
Drugs of Abuse,35016,5
Drugs of Abuse,35039,2
Drugs of Abuse,35120,23
Drugs of Abuse,35292,15
Drugs of Abuse,35488,2
Drugs of Abuse,35494,2
Drugs of Abuse,35597,10
Drugs of Abuse,35624,2
Drugs of Abuse,35650,2
Drugs of Abuse,35693,2
Drugs of Abuse,35701,20
Drugs of Abuse,35711,5
Drugs of Abuse,35729,12
Drugs of Abuse,35804,2
Drugs of Abuse,35882,5
Drugs of Abuse,35906,2
Drugs of Abuse,35929,5
Drugs of Abuse,35948,7
Drugs of Abuse,35997,3
Drugs of Abuse,36074,25
Drugs of Abuse,36089,10
Drugs of Abuse,36092,13
Drugs of Abuse,36229,5
Drugs of Abuse,36288,5
Drugs of Abuse,36307,2
Drugs of Abuse,36308,7
Drugs of Abuse,36349,2
Drugs of Abuse,36662,3
Drugs of Abuse,36719,2
Drugs of Abuse,36864,17
Drugs of Abuse,36957,2
Drugs of Abuse,36995,20
Drugs of Abuse,37215,5
Drugs of Abuse,37220,7
Drugs of Abuse,37426,2
Drugs of Abuse,37468,5
Drugs of Abuse,38085,5
Drugs of Abuse,38098,2
Drugs of Abuse,38219,2
Drugs of Abuse,38279,14
Drugs of Abuse,38284,2
Drugs of Abuse,38338,2
Drugs of Abuse,38339,2
Drugs of Abuse,38371,2
Drugs of Abuse,38598,6
Drugs of Abuse,38609,2
Drugs of Abuse,38627,10
Drugs of Abuse,38695,10
Drugs of Abuse,38702,5
Drugs of Abuse,38811,20
Drugs of Abuse,38852,10
Drugs of Abuse,38890,2
Drugs of Abuse,39382,2
Drugs of Abuse,39541,16
Drugs of Abuse,39581,2
Drugs of Abuse,39735,2
Drugs of Abuse,39778,5
Drugs of Abuse,39899,2
Drugs of Abuse,40070,5
Drugs of Abuse,40092,10
Drugs of Abuse,40663,5
Drugs of Abuse,40742,2
Drugs of Abuse,40794,2
Drugs of Abuse,40817,5
Drugs of Abuse,40851,10
Drugs of Abuse,41322,5
Drugs of Abuse,41407,2
Drugs of Abuse,41603,15
Drugs of Abuse,41631,32
Drugs of Abuse,41752,10
Drugs of Abuse,41906,15
Drugs of Abuse,42040,2
Drugs of Abuse,42112,10
Drugs of Abuse,42145,2
Drugs of Abuse,42207,2
Drugs of Abuse,42242,15
Drugs of Abuse,42366,2
Drugs of Abuse,42454,5
Drugs of Abuse,42495,2
Drugs of Abuse,42539,2
Drugs of Abuse,42837,5
Drugs of Abuse,43051,20
Drugs of Abuse,43151,2
Drugs of Abuse,43157,35
Drugs of Abuse,43561,15
Drugs of Abuse,43570,2
Drugs of Abuse,43731,5
Drugs of Abuse,43783,3
Drugs of Abuse,43869,2
Drugs of Abuse,43955,2
Drugs of Abuse,44136,2
Drugs of Abuse,44238,7
Drugs of Abuse,44271,15
Drugs of Abuse,44333,10
Drugs of Abuse,44744,2
Drugs of Abuse,44836,2
Drugs of Abuse,44901,31
Drugs of Abuse,44924,2
Drugs of Abuse,44949,3
Drugs of Abuse,44972,2
Drugs of Abuse,45176,2
Drugs of Abuse,45182,2
Drugs of Abuse,45287,2
Drugs of Abuse,45491,2
Drugs of Abuse,45516,2
Drugs of Abuse,45533,5
Drugs of Abuse,45719,15
Drugs of Abuse,45728,5
Drugs of Abuse,45749,2
Drugs of Abuse,45763,2
Drugs of Abuse,45776,18
Drugs of Abuse,45833,2
Drugs of Abuse,45992,2
Drugs of Abuse,46089,2
Drugs of Abuse,46205,5
Drugs of Abuse,46306,15
Drugs of Abuse,46377,2
Drugs of Abuse,46410,5
Drugs of Abuse,46424,5
Drugs of Abuse,46425,2
Drugs of Abuse,46463,10
Drugs of Abuse,46596,2
Drugs of Abuse,46847,5
Drugs of Abuse,46852,5
Drugs of Abuse,46890,2
Drugs of Abuse,46913,5
Drugs of Abuse,46914,2
Drugs of Abuse,46963,5
Drugs of Abuse,47094,6
Drugs of Abuse,47239,5
Drugs of Abuse,47494,2
Drugs of Abuse,47516,5
Drugs of Abuse,47529,26
Drugs of Abuse,47531,2
Drugs of Abuse,47547,7
Drugs of Abuse,47569,2
Drugs of Abuse,47674,5
Drugs of Abuse,47697,27
Drugs of Abuse,47734,5
Drugs of Abuse,47762,10
Drugs of Abuse,47972,5
Drugs of Abuse,48029,7
Drugs of Abuse,48334,2
Drugs of Abuse,48536,20
Drugs of Abuse,48568,5
Drugs of Abuse,26489,44
Drugs of Abuse,26511,7
Drugs of Abuse,26528,2
Drugs of Abuse,26558,20
Drugs of Abuse,26782,25
Drugs of Abuse,26806,15
Drugs of Abuse,26827,7
Drugs of Abuse,27080,20
Drugs of Abuse,27214,2
Drugs of Abuse,27400,5
Drugs of Abuse,27496,2
Drugs of Abuse,27671,6
Drugs of Abuse,27680,2
Drugs of Abuse,27716,6
Drugs of Abuse,27723,2
Drugs of Abuse,27739,2
Drugs of Abuse,27755,2
Drugs of Abuse,27948,2
Drugs of Abuse,28109,2
Drugs of Abuse,28183,15
Drugs of Abuse,28188,25
Drugs of Abuse,28249,2
Drugs of Abuse,28267,2
Drugs of Abuse,28444,2
Drugs of Abuse,28672,5
Drugs of Abuse,28729,15
Drugs of Abuse,28787,5
Drugs of Abuse,28797,5
Drugs of Abuse,28884,2
Drugs of Abuse,28993,10
Drugs of Abuse,29003,25
Drugs of Abuse,29234,2
Drugs of Abuse,29239,5
Drugs of Abuse,29926,5
Drugs of Abuse,29953,35
Drugs of Abuse,29962,5
Drugs of Abuse,30007,2
Drugs of Abuse,30097,2
Drugs of Abuse,30126,2
Drugs of Abuse,30160,2
Drugs of Abuse,30211,2
Drugs of Abuse,30235,10
Drugs of Abuse,30247,2
Drugs of Abuse,30408,2
Drugs of Abuse,30453,2
Drugs of Abuse,30526,30
Drugs of Abuse,41266,2
Drugs of Abuse,14764,2
Drugs of Abuse,1693,5
Drugs of Abuse,2687,5
Drugs of Abuse,13000,5
Drugs of Abuse,41623,5
Drugs of Abuse,24521,2
Drugs of Abuse,18596,2
Drugs of Abuse,20231,2
Drugs of Abuse,22724,2
Drugs of Abuse,24065,2
Drugs of Abuse,30679,6
Drugs of Abuse,35361,2
Drugs of Abuse,36365,2
Drugs of Abuse,37179,2
Drugs of Abuse,31432,7
Drugs of Abuse,7852,5
Drugs of Abuse,21518,2
Drugs of Abuse,22738,2
Drugs of Abuse,10479,23
Drugs of Abuse,30912,5
Drugs of Abuse,2894,5
Drugs of Abuse,22574,5
Drugs of Abuse,15934,6
Drugs of Abuse,16403,5
Drugs of Abuse,30210,5
Drugs of Abuse,43620,5
Drugs of Abuse,8434,2
Drugs of Abuse,35414,2
Drugs of Abuse,38908,2
Drugs of Abuse,27100,2
Drugs of Abuse,27978,2
Drugs of Abuse,45407,5
Drugs of Abuse,23265,5
Drugs of Abuse,35297,5
Drugs of Abuse,40531,5
Drugs of Abuse,13766,2
Drugs of Abuse,25728,2
Drugs of Abuse,9008,18
Drugs of Abuse,24101,2
Drugs of Abuse,45720,2
Drugs of Abuse,46369,25
Drugs of Abuse,27615,2
Drugs of Abuse,2577,2
Drugs of Abuse,32130,2
Drugs of Abuse,23366,2
Drugs of Abuse,43946,5
Drugs of Abuse,2084,5
Drugs of Abuse,37830,16
Drugs of Abuse,44870,5
Drugs of Abuse,6666,2
Drugs of Abuse,31976,5
Drugs of Abuse,44642,5
Drugs of Abuse,1757,5
Drugs of Abuse,299,5
Drugs of Abuse,4604,2
Drugs of Abuse,13681,2
Drugs of Abuse,14485,5
Drugs of Abuse,26638,5
Drugs of Abuse,28758,5
Drugs of Abuse,27520,5
Drugs of Abuse,21821,2
Drugs of Abuse,38927,12
Drugs of Abuse,40074,2
Drugs of Abuse,2417,9
Drugs of Abuse,20269,2
Drugs of Abuse,27939,5
Drugs of Abuse,3933,2
Drugs of Abuse,25834,5
Drugs of Abuse,7722,2
Drugs of Abuse,22146,5
Drugs of Abuse,1261,2
Drugs of Abuse,7204,2
Drugs of Abuse,24591,2
Drugs of Abuse,36038,2
Drugs of Abuse,9974,2
Drugs of Abuse,2760,2
Drugs of Abuse,26357,5
Drugs of Abuse,5865,5
Drugs of Abuse,7084,5
Drugs of Abuse,16778,5
Drugs of Abuse,18644,2
Drugs of Abuse,38645,2
Drugs of Abuse,27223,6
Drugs of Abuse,29179,2
Drugs of Abuse,21028,2
Drugs of Abuse,36451,2
Drugs of Abuse,24238,2
Drugs of Abuse,38926,2
Drugs of Abuse,46347,2
Drugs of Abuse,4337,6
Drugs of Abuse,16412,2
Drugs of Abuse,44022,10
Drugs of Abuse,26993,2
Drugs of Abuse,2110,2
Drugs of Abuse,4797,10
Drugs of Abuse,13777,2
Drugs of Abuse,19091,2
Drugs of Abuse,21060,6
Drugs of Abuse,21068,2
Drugs of Abuse,27462,2
Drugs of Abuse,6712,2
Drugs of Abuse,18147,5
Drugs of Abuse,19195,5
Drugs of Abuse,30937,5
Drugs of Abuse,32053,5
Drugs of Abuse,38801,5
Drugs of Abuse,5105,2
Drugs of Abuse,10012,2
Drugs of Abuse,11974,2
Drugs of Abuse,30763,2
Drugs of Abuse,29925,3
Drugs of Abuse,6714,2
Drugs of Abuse,8940,5
Drugs of Abuse,12221,2
Drugs of Abuse,15337,2
Drugs of Abuse,24943,2
Drugs of Abuse,37748,2
Drugs of Abuse,40502,2
Drugs of Abuse,43125,2
Drugs of Abuse,1123,5
Drugs of Abuse,2228,5
Drugs of Abuse,1022,3
Drugs of Abuse,5007,2
Drugs of Abuse,6113,2
Drugs of Abuse,8426,3
Drugs of Abuse,13909,2
Drugs of Abuse,15284,3
Drugs of Abuse,18604,2
Drugs of Abuse,20601,2
Drugs of Abuse,21093,3
Drugs of Abuse,22824,2
Drugs of Abuse,22985,2
Drugs of Abuse,25484,2
Drugs of Abuse,31491,2
Drugs of Abuse,39701,3
Drugs of Abuse,39990,7
Drugs of Abuse,42062,2
Drugs of Abuse,42864,2
Drugs of Abuse,4941,2
Drugs of Abuse,7450,2
Drugs of Abuse,9266,2
Drugs of Abuse,10343,2
Drugs of Abuse,12470,2
Drugs of Abuse,15702,2
Drugs of Abuse,23162,2
Drugs of Abuse,38995,2
Drugs of Abuse,40009,2
Drugs of Abuse,40474,2
Drugs of Abuse,41588,2
Drugs of Abuse,44578,2
Drugs of Abuse,46629,2
Drugs of Abuse,26690,2
Drugs of Abuse,1618,18
Drugs of Abuse,6324,2
Drugs of Abuse,6731,2
Drugs of Abuse,12646,2
Drugs of Abuse,17433,2
Drugs of Abuse,23033,2
Drugs of Abuse,42915,2
Drugs of Abuse,44292,2
Drugs of Abuse,28512,5
Drugs of Abuse,20746,2
Drugs of Abuse,5845,2
Drugs of Abuse,7137,2
Drugs of Abuse,9570,2
Drugs of Abuse,11201,2
Drugs of Abuse,11337,2
Drugs of Abuse,14419,2
Drugs of Abuse,14514,2
Drugs of Abuse,18243,2
Drugs of Abuse,24280,2
Drugs of Abuse,26175,2
Drugs of Abuse,33250,6
Drugs of Abuse,42039,2
Drugs of Abuse,47461,2
Drugs of Abuse,26523,2
Drugs of Abuse,26957,2
Drugs of Abuse,17292,9
Drugs of Abuse,20047,2
Drugs of Abuse,41450,2
Drugs of Abuse,28251,2
Drugs of Abuse,1127,2
Drugs of Abuse,3703,2
Drugs of Abuse,5057,10
Drugs of Abuse,6590,2
Drugs of Abuse,6645,2
Drugs of Abuse,6960,2
Drugs of Abuse,7708,2
Drugs of Abuse,8775,2
Drugs of Abuse,9161,2
Drugs of Abuse,9365,2
Drugs of Abuse,10506,2
Drugs of Abuse,12047,2
Drugs of Abuse,12318,2
Drugs of Abuse,14576,2
Drugs of Abuse,14988,2
Drugs of Abuse,15785,2
Drugs of Abuse,15863,2
Drugs of Abuse,16438,10
Drugs of Abuse,17086,2
Drugs of Abuse,17158,2
Drugs of Abuse,17281,2
Drugs of Abuse,17408,2
Drugs of Abuse,17541,2
Drugs of Abuse,18968,2
Drugs of Abuse,21486,2
Drugs of Abuse,22318,2
Drugs of Abuse,22547,2
Drugs of Abuse,24854,2
Drugs of Abuse,25153,2
Drugs of Abuse,30839,2
Drugs of Abuse,31492,2
Drugs of Abuse,34707,2
Drugs of Abuse,36925,6
Drugs of Abuse,36932,2
Drugs of Abuse,37495,2
Drugs of Abuse,38935,2
Drugs of Abuse,39144,2
Drugs of Abuse,39447,2
Drugs of Abuse,39962,2
Drugs of Abuse,40848,2
Drugs of Abuse,41436,6
Drugs of Abuse,43165,2
Drugs of Abuse,43208,11
Drugs of Abuse,44597,2
Drugs of Abuse,45098,2
Drugs of Abuse,45846,2
Drugs of Abuse,45969,2
Drugs of Abuse,46305,2
Drugs of Abuse,47051,2
Drugs of Abuse,26425,2
Drugs of Abuse,26522,2
Drugs of Abuse,26583,3
Drugs of Abuse,26646,2
Drugs of Abuse,27946,2
Drugs of Abuse,28169,10
Drugs of Abuse,28723,2
Drugs of Abuse,28875,2
Drugs of Abuse,29849,7
Drugs of Abuse,19856,2
Drugs of Abuse,21234,2
Drugs of Abuse,369,2
Drugs of Abuse,2566,2
Drugs of Abuse,3162,2
Drugs of Abuse,3188,2
Drugs of Abuse,6109,2
Drugs of Abuse,6474,2
Drugs of Abuse,9093,2
Drugs of Abuse,9541,2
Drugs of Abuse,10303,2
Drugs of Abuse,10672,2
Drugs of Abuse,11264,5
Drugs of Abuse,11704,2
Drugs of Abuse,13032,2
Drugs of Abuse,13243,2
Drugs of Abuse,14248,2
Drugs of Abuse,14692,10
Drugs of Abuse,14731,2
Drugs of Abuse,17085,2
Drugs of Abuse,17110,2
Drugs of Abuse,19698,2
Drugs of Abuse,19708,2
Drugs of Abuse,20102,2
Drugs of Abuse,20129,2
Drugs of Abuse,21437,2
Drugs of Abuse,24303,2
Drugs of Abuse,24873,2
Drugs of Abuse,32541,2
Drugs of Abuse,34045,2
Drugs of Abuse,34350,10
Drugs of Abuse,34420,2
Drugs of Abuse,35094,2
Drugs of Abuse,35472,2
Drugs of Abuse,37433,6
Drugs of Abuse,38172,2
Drugs of Abuse,41318,2
Drugs of Abuse,42645,2
Drugs of Abuse,45470,2
Drugs of Abuse,46750,2
Drugs of Abuse,46861,2
Drugs of Abuse,47037,2
Drugs of Abuse,47324,2
Drugs of Abuse,47537,2
Drugs of Abuse,48489,2
Drugs of Abuse,48546,2
Drugs of Abuse,27259,2
Drugs of Abuse,27984,2
Drugs of Abuse,28699,18
Drugs of Abuse,2176,2
Drugs of Abuse,4339,19
Drugs of Abuse,12227,7
Drugs of Abuse,13042,2
Drugs of Abuse,15922,2
Drugs of Abuse,23347,2
Drugs of Abuse,24898,2
Drugs of Abuse,26008,2
Drugs of Abuse,31534,2
Drugs of Abuse,41556,2
Drugs of Abuse,46391,2
Drugs of Abuse,47583,2
Drugs of Abuse,26604,2
Drugs of Abuse,23391,2
Drugs of Abuse,30595,2
Drugs of Abuse,34391,2
Drugs of Abuse,36635,2
Drugs of Abuse,39923,2
Drugs of Abuse,1019,22
Drugs of Abuse,2684,2
Drugs of Abuse,3051,3
Drugs of Abuse,3095,5
Drugs of Abuse,3417,2
Drugs of Abuse,4136,2
Drugs of Abuse,4967,5
Drugs of Abuse,5397,2
Drugs of Abuse,6365,2
Drugs of Abuse,6761,2
Drugs of Abuse,6783,5
Drugs of Abuse,7918,35
Drugs of Abuse,9301,2
Drugs of Abuse,10709,2
Drugs of Abuse,11487,2
Drugs of Abuse,12269,2
Drugs of Abuse,12767,5
Drugs of Abuse,12903,2
Drugs of Abuse,13713,2
Drugs of Abuse,14466,2
Drugs of Abuse,15057,2
Drugs of Abuse,15237,2
Drugs of Abuse,16056,6
Drugs of Abuse,17099,2
Drugs of Abuse,17417,2
Drugs of Abuse,17879,10
Drugs of Abuse,18546,6
Drugs of Abuse,18977,2
Drugs of Abuse,22301,5
Drugs of Abuse,22446,2
Drugs of Abuse,22536,2
Drugs of Abuse,22976,2
Drugs of Abuse,24753,2
Drugs of Abuse,25848,2
Drugs of Abuse,31279,5
Drugs of Abuse,32678,2
Drugs of Abuse,32818,5
Drugs of Abuse,35301,5
